,comment,goodorbad
12,"I really liked this movie, in spite of Justin Timberlake playing a criminal.  I loved the story of this little boy, how Timberlake protects him, and how the story ends.  Tear-jerker but worth watching.  I will watch this movie again.",1
13,"I was pleasantly surprised by this somewhat slow moving, but always thoughtful movie that sees and cheers for the hope in humanity. I'm not a fan of Timberlake's singing, but he's always been pretty solid as an actor and he thoroughly brings it to his broken character trying to redeem himself. I liked his backstory and how it developed and his relationship with the boy and how he changed Palmer's own preconceptions. I liked the way they addressed gender identification in such a positive way without having it take over the narrative. One thing that was nice is that we get enough information to figure things out on our own without being spoon fed the story rather than relying on flashbacks or an ""audience is too stupid to figure it out on their own"" explanation of things. The kid, Ryder Allen, is really great as this confident-within-his-skin young boy and Juno Temple is spectacular, as always.  The only thing I hate about movies like this is they make me cry and I hate making a mess of my makeup (JK), but I do hate crying in movies.",1
14,Beautiful film and such an accurate description of small town southern living but with a protagonist you want to root for.,1
15,It's a very good movie a must watch if you haven't yet.,1
16,What a delightful surprise. My husband and I started this movie because we couldn't find anything else. We said we'd give it 15 minutes and give up if it wasn't good. We were both riveted credits to credits. We laughed and cried. Beautiful acting by all. A lovely and believable story. Nothing too overdone. Just a good old fashioned wonderful movie.,1
17,Phenomenal movie!!!!!,1
18,"Not at all impressed. The acting was stiff at best. Had the potential to be a good movie, but focused on all the wrong things.",0
19,Timberlake's performance carries this lackluster story.,0
20,"I really liked this movie. The protagonist, Agnieszka Mandat-Grabka, was wonderful. She really made the audience feel her anguish, anger and then acceptance similar to the stages of grief. Her love and respect for animals in contrast to the attitude of the ruthless hunters and others was so nicely woven into this story.",1
21,A pretty good murder mystery based in an isolated Polish village close to the Czech border.  [,1
22,"Undeniably different with its own typical style and tone, the movie proves to be as visually striking as it can be too much of a slow burn. Navigating between a strange gory thriller and the portrait of an edge of the world community, the film is more a social drama than anything else but does it in its own matter and yet proves to be the work of an author, so kuddos for that...but still can feel hard to sit through.",0
23,"""Spoor"" kept me engaged from start to finish.

Pro tip: watch the movie in its original language with subtitles.  The cast - especially Agnieszka Mandat - are phenomenal when heard with their own voices.",1
24,A strange film with some odd characters that keeps you waiting for a resolution which it never quite delivers.,0
25,"I love a good murder mystery film, I only wish that Spoor was a good murder mystery film. It is a clumsily-constructed narrative that basically requires all the police to be morons, as they voluntarily ignore what should be obvious. It focuses on an eccentric old woman who is an avid nature lover that obsesses over the well-being of all animals. Living where she does in Poland, she is surrounded by a society of people who greatly value hunting, and that puts her at odds with almost everyone. She also forms some loose friendships with the outsiders in town, but this is primarily the story of her journey, and how she keeps discovering the bodies of dead hunters. I will say no more about the string of murders because there is a chance you might be surprised at what is happening, but it seemed fairly obvious to me. Now it’s not impossible to enjoy a mystery when I figure it out early, if the journey is still worthwhile. Spoor has a laborious pace that is off-putting. I was struggling with the tedious pace, and how long we would go without progressing the plot. It was almost like the murders weren’t being treated as something to worry about at all. There was never a sense of urgency, and the scenes with police never felt like they were investigating much more than a purse snatching. The sub-plots about the hooker with a heart of gold, and the nerdy programmer were given as much weight by the film-makers. It is such an odd film that did little for me. There’s also one moment at the end that I found laughably stupid, and I could not comprehend why they thought it made sense. There are elements of Spoor that are worth watching. It helped that I had constant hope I would be wrong about whodunnit, but I certainly can’t see myself recommending it to anyone else.",0
26,Worst movie i've seen in years. ,0
27,"Spoor is the movie you desperately thirst for if you are a marginalised environmental stalwart, sickened by the continuous barrage of hatred directed toward animals and fauna in your local neighbourhood.  The film work is mystical and fantastical, but it it will heal your worldly ailments.   It may be a beautiful fantasy, but it will inspire and soothe you.  Watch this film, and it will carry you for months.  This movie will not disappoint.  ",1
28,"Vague and overly odd at times, but overall memorable for its stunning visuals and mood.",0
29,this movie pushed all my buttons - haven´t ssen something like that in a long time. Quite genius,1
30,A beautifully-made social issue film about a topic deserving more public attention. And that final scene!,1
31,"The story clearly is about an important topic/issue, and the two acting leads--Justin Chon (who also wrote the script and directed the film) and Alicia Vikander--are excellent in their roles. The final scene is gut-wrenching, but it is a scene which probably occurred in many airports as immigrants got deported. I give it four stars as opposed to five because there were a few elements of the plot/storyline which seemed a bit implausible, illogical. Did I ""like"" the movie? I don't know. But it certainly deals with and focuses a spotlight on an important issue which many Americans probably are not aware of, and I give the movie MUCH credit for that.",1
32,Well done in every way!  Left the theatre with tears in my eyes!  Both lead actors were spot on as well as the child!  All around surprise great movie. Talked about the storyline for days after!,1
33,"Powerful, poignant, extremely well done. A heartbreaking tale straight from today.",1
34,"Oscar contender for sure, real sad the broken immigration system for people who are adopted but still facing deportation after decades of living in the US.",1
35,This was an emotionally impacting story that opened my eyes to the terribly flawed immigration laws and procedures within this country with regards to deportation. the movie was very well written and delivered. It starts little slow but I highly recommend it.,1
36,"I really enjoyed this movie from the way it was shot, to the performances and the story. It wasn't perfect but it was definitely great.",1
37,"Very emotional movie that shed light on a situation I've never thought about in my life. I enjoyed the cast performance, the soundtrack, and the cinematography. My friend said they hadn't bawled this much in a movie, ever. I was also very emotional by the time the credits rolled.",1
38,"Excellent movie.  It has plenty of good scenes from a cinematographer point of view.  He deals with a very important issue: adoption laws that lead to deportation. As we learned in the movie they can be faulty and imprecise.   Unfortunately, Justin Chon falls into some cliche scenes resembling Hollywood.   Good movie.  4.5/50",1
39,Good emotional movie. My gf cried.,1
40,I fell asleep in the theater.  Just couldn't hold my attention.,0
41,I'll admit I didn't go in to this movie expecting much but was completely thrown off in a good way!! I watched this movie at least 3 more times. Emma Stone does an amazing job!,1
42,love the energy and character concept. Only thing that missed was a change on character without reason or explanation,1
43,"One of the best Disney Stories ever.  This movie makes Cruella a complex character that Emma Stone does a great job in portraying Estella/Cruella's schizophrenia. The Horace and Jasper characters and their roles are brilliant and by the end we are all hating Emma Thompson's character, (a tribute to her brilliant acting)",1
44,the how and why of the chariture becomes who she is and her acompleants that works with her,1
45,Absolutely AMAZING. Incredible leading actresses for the storyline. Disney does it again. Definitely worth going to see.,1
46,"Loved the music, the story line! Emma Stone was bad to the bones!",1
47,"The story lines & characters.

I hated the volume.. too loud.",1
48,Amazing and much better than i ever thought it could be. Will lowkey have you rooting for Cruella by the end of it all. Cheer the villian.,1
49,Very entertaining and loved the music!,1
50,I am a sucker for these kinds of real-world court films. The acting is strong too.,1
51,"Outstanding.  Very interesting. Similar to the battle over hemp and subsequent outlaw of it.  Claimed it was invasive and denied use of this valuable product for many years.  Now it's abundantly available. So now it's not invasive???
Someone should create an economic assessment of the monetary loss that these corporate goliaths have cost the American people in their corporate greed quest.",1
52,"Important film. I remember this case well, and I am glad they made this movie, so that younger generations will know this story of a man who stood his ground against this giant corporation. It was a joy to watch Christoper Walken in the main role.",1
53,Great little gem of a movie on one family's fight against Big Agriculture. Great performance by Christopher Walken.,1
54,"It's good to see the usually difficult to like Christopher Walken taking a role that shows he can be more human. Here he drops most of his intensely bullish traits to bring life to a man of the earth and does so quite well. With a string of movies about corporate greed or corruption this one can't bring all that much new to the genre (after all, it is a genre) I have not seen the documentary about this case but it felt like this production was at least attempting to bring a documentary style to this telling. 

While there are serious doubts surrounding the ethics of so-called not for profit activists groups, who too often tend to be more in line with political manipulation than the good of mankind, Christina Ricci injects her group member's character with a reasonable amount of believability.  

The rest of the cast work hard to create a pleasing outcome and while it's a slow-moving story it's filled with hope, that at times, right can defeat might - even if not all the outcomes are as desired.   Production values are high with locations being well used - this is good of its type even though some of the truth might be fiddled somewhat.",1
55,"Anti-science bullshit

At best, frustrating for genuine farmers trying to go about their business without harassment from flat earth / anti vax / backwards / misguided sceptics

 At worst, a misguided, fear spreading, environmentally dangerous message, and shameless anti science misinformation designed to create fear

If you're a believer in science, and not spreading fear through misinformation, don't get sucked in by this shit",0
56,"I am not a farmer, I don't know a lot about genetically modified foods or seeds so this film was both an education and a stark warning.

Seed saving and cultivating is farming, taking seeds from your best crops and using them to sow the next years crop.

Mixing strong genetic lines and mixing individual plants in order to make a stronger plant with a greater yield. 

This film not only opened my eyes to plight of farmers all over the world but also the dangers of GMO and what a Pandora's box it is.

This film needs to be watched by everyone. This film should be shown in schools.

I can't say enough, with inspiring performances from Christopher Walken and Christina Ricci.",1
57,"This movie drama was pretty good. Christopher Walken, Christina Ricci, Zach Braff, and the rest of the cast did a pretty good job in this movie. This true story about a farmer fighting against a huge corporation in court was dramatic, inspirational, and heartfelt. It's about staying strong and fighting for what is right not just for you but for the whole world. If you haven't seen this movie yet, check it out sometime. It's worth watching.",0
58,A decent film. Another terrific performance by the great Chris Walken.,1
59,This is a very good movie~,1
60,Nonsensical ludicrous plot.,0
61,Quirky and fun and very original. Engaging from start to finish.,1
62,Very easy to watch. Quirky with all the characters relationships with Pixie played out.,1
63,"Clichés abound. Ireland = priests and scenery. Check. Small time gangsters = dumb. Check. 
Some of the Irish accents are pretty terrible too, Alec Baldwin being the main culprit. 
The shoot out scene was ridiculous too. 
Wouldn't recommend at all.",0
64,"Pixie is an engaging funny Irish tale with a splash of blood. Cooke shines, with plenty of charisma shining through. There's definitely lots of inspiration from elsewhere, but this picture is a good time.",1
65,"Extremely boring. I like Olivia Cooke and liked her in Ready Player One but this movie did not seem to heighten her strengths as an actress. I just don't find her believable as a hard core bad ass murderer, she just doesn't have that look. Her fake Irish accent had nothing to do with it either.",0
66,Movie Rating:   5/10,0
67,"Fun, unexpected and different. Beautiful performances, entertaining story, quite hilarious as well. A great watch!",1
68,"Pixie is an engaging, although slight, dark heist thriller film. Set mostly in the wilds of Ireland it's the tale of Pixie Hardy and her plans that go drastically wrong. Pixie sets out to avenge her mother's death. But a heist, that will allow her to escape her small town life, goes horribly wrong. She is then forced to team up with two misfits and they go on the run with drugs scored from the heist and a team of priests in deadly pursuit. The film is darkly funny at times although a little predictable. The scenery is great though and Olivia Cooke is very charismatic in the lead role. An entertaining film but one best suited to a rainy afternoon.",1
69,"It was better than expected.  It has the feel of a small independent film, depending on dialog and story telling rather than huge set pieces or expensive effects.  If you like independent films, you'll probably like this.  It's well acted and has a compelling story.",1
70,"Heartwarming and inspiring.  This movie reminds us of someone who still believes and commits to hard work, patience, and virtuous behavior.  Sometimes it seems hard to find in our current society among all the chaos we have these days. This reminds me somewhat of The Rookie (2002) with Randy Quaid.",1
71,Great inspired family movie!,1
72,Its an uplifting story based on facts.,1
73,true to life story. Actual clips from Warner's game throws enjoyable.,1
74,Expected more sports related material as opposed to a dating story,0
75,Such an inspiring story!,1
76,I loved the movie. Kurt Warner was do down to earth and I was excited to be exposed to his story.,1
77,Truly an American dream story.  My late  husband told me that Curt Warner had a very unusual path to NFL star and he he admired him very much. That was what made me want to see the movie. It proves if you have the talent and persistent determination anything is possible in these United States.  Heart warming. Bring tissue,1
78,The characters in the movie were believable and inspirational.,1
79,Loved the way the movie showed in detail all of the events that lead up to Kurt Warner being one of the best ever undrafted players in the NFL.  Would have like to seen a few more actual highlights of his career.,1
80,"L'eleganza e la prosa di questo dramma sono senza dubbio di spessore e di qualità, seppure difficili da apprezzare a fondo per i non amanti del genere, considerando la lentezza delle azioni e dei dialoghi, e la piattezza delle figure maschili.
Troppo risalto viene dato ad un invadente narratore che racconta le numerose lettere ed appunti di diario, prendendo il sopravvento sui dialoghi e sulle azioni.
I due personaggi maschili poi sono clamorosamente sacrificati, piatti e poco più che oggetti utili come contesto, che però appesantiscono e rallentano ulteriormente ogni sequenza in cui sono presenti.
Buono il finale.",0
81,"This is quite a subtle film in a sense, even though it depicts some intimate scenes. It's fairly atmospheric at points and I liked the light poetic type narration provided. It's somewhat immersive and its a bit sobering at times. I thought the two main characters gave decent performances. It reminded me a little of Cold Mountain, certainly at the start. The dialogue is pretty softly spoken and most scenes are pretty darkly set, which is either atmospheric or somewhat off putting I suppose. Personally, I'd recommend this film, yes.",1
82,"must see. i am in awe. in love. i love love. i hate hate 

its just that good

my heart still aches 6 months later",1
83,"Nicely done. A well told and interesting story. Unfortunately, a sad story.",1
84,"Ele é perfeito, fiquei com depressão!!!",1
85,"Who am I just a dreamer.  The beautiful sobbing love of the two main characters made me deeply moved.  Classic background, mountains, forests, everything has a lonely natural look.  Every day passed boringly until the day you appeared.  Then it seems to be happiness, joy.  What we bring to each other is excruciating pain, choking nostalgia.",1
86,"[Spoilers ahead] The dialogue throughout most of the movie felt flat, but I did enjoy the relationship between Abigail and Tallie. Unfortunately it follows the long held LGBT movie standard that two women cannot live happily ever after together. Perhaps I've been spoiled too much by the endings hetero romances usually get, but when I watch a movie touted as a romance, I expect to be smiling at the end as the couple finally overcomes whatever obstacles were in their way and rides off into the sunset together. But this is yet another LGBT film that has left me feeling disappointed and depressed, and I sincerely regret wasting an hour and half of my life watching it.",0
87,"The World to Come is a beautifully acted, very tender and moving period drama about finding love in a hostile environment. Set in 1856 in upstate New York the film tells the tale of two couples in an isolated farming community. Abigail and Dyer have recently lost their child and are feeling distraught and lonely. There is little love in their marriage. Finney and Tallie move in close by. Tallie confides in Abigail and they bond over their loneliness and lack of love. After months of hardship through harsh winters Tallie and Abigail begin a love affair. This is a quiet film but emotions burn deeply beneath. It's a great portrayal of the strength of women in times that didn't give them much respite. All four lead actors are stellar as expected. Katherine Waterston, Vanessa Kirby, Christopher Abbott and Casey Affleck are always a pleasure to watch. This small wonderful film is certainly worth your time.",1
88,"Cute cottage core lesbians, edges period drama? Idk. great to watch but don't have to watch again.",0
89,"5.7/10 — ""Mediocre""/""Passable""

-(Seen on 11/21/21)",0
90,"It is a bit too intense at times, but the worthy story and fantastic acting makes it a worthwhile watch.",1
91,"GITMO BLUES
A criminal saga tackling post nine-eleven Guantanamo Bay, starring Jodi Foster means golden awards time. But wait, there's more.

Based on Mohamedou Ould Salahi's best selling ""Guantanamo Diary"", ""The Mauritanian"" comes with a predetermined spoiler concerning the prisoner in question, that thankfully, doesn't take away from the drama. Salahi survived to write the tale, but hoo-boy, what a tale. Rounding up suspects for quick and dirty revenge, the Bush, well, Rumsfeld government established a lawless concentration camp in Cuba of all places, where suspects, usual and unusual, would conveniently disappear. Inexplicably, it exists to this day. Being in the wrong place at the wrong time with the wrong people resulted in a one way ticket to Gitmo. That was Salahi's fate.

""The Mauritanian"" presents the story in just the right amount of hazy smoke and curvy mirrors, to create a thickly grey area of suspicion and guilt that hints at the sketchy character's association with terrorist organizations.

As a dignified, secretive, even jovial Salahi, Tahar Rahim carries the film, divulging bits of a muddy past as crucial pieces to an expansive puzzle. A complex figure at the centre of a fuzzy web of intrigue. His righteous, by the book lawyer Nancy Hollander, played straight up proper by Jodi Foster, a studious and persistent stickler for the law, methodically unravels layers of the story without succumbing to favouritism. Dark lipstick, white hair and a steely resolve, she's all business. The military prosecutor with a sympathetic southern drawl, an admirable Benedict Cumberbatch unfortunately proves a distraction to those familiar with his mother accent.

Never mind, Foster is swell, and Rahim absolutely kills it. This plays out like real life, so insufferably frustrating, red tape plodding at times, and without the usual bombastic court room explosions Hollywood favours. Even the climax suffers a bit of a post resolution stumble, which actually dots the i and crosses the t in the excruciating story. International chess ain't cut and dry, and neither is this film.

- hipCRANK",1
92,"A well done, fact-based, military legal drama centered on the 9/11 attacks that suggest corruption and cover-up at the highest of governmental levels.  Slow build, as expected from a thorough legal drama, but the end delivers enough to elevate it.",1
93,A fantastic film in every way,1
94,"A rare emotional film that captures a true story; not based on a true story but the actual events that occurred in history, in a subtle yet magnificent manner. Yet another stellar performance by Tahar Rahim who captures Mohamadou's optimistic constitution.",1
95,"Based on a true story, this is a gripping, eye-opening account of events that are based on a best-selling book, centered around the experiences of a former prisoner at Guantanamo. He was never actually convicted of a crime. I liked the lead performances, especially of Jodie Foster and Benedict Cumberbatch.",1
96,"Very late in seeing this movie, but a while back I heard Mohamedou interviewed on a podcast and he recommended the movie. He said it was the easiest way to understand his story. Based on the interview I heard, the movie seemed to stay reasonably close to the gist of what happened. I thought this movie presented the events well, and the performance by the lead was outstanding. I'm still reeling from seeing his experience at Guantanamo portrayed on film, and the filmmaker didn't even show the evil acts in their fullness.",1
97,"I had modest expectations going into ""The Mauritanian,"" a screen adaptation of the book ""Guantanamo Diary,"" which blew the whistle on the U. S. treatment of prisoners of Guantanamo Bay. Usually, if a movie as Oscar-baity as this one fails to receive a single nomination, it's because it's not very good. So call me pleasantly surprised when I discovered the film to be the exact opposite.

To some, ""The Mauritanian"" will likely be too heavy handed. It's one of those liberal Hollywood diatribes (and I say this as a self-identified liberal progressive) that can be too much even for those who've already bought what the movie is selling. I might have been turned off if I'd been in a different mood when I watched it. But sometimes, the commitment of the people making the movie can overcome its excess earnestness, and that was the case for me here. Among the usual Liberal Activists = Good, U. S. Government and Military = Bad tropes, the film does try for some nuance in its characters. Jodie Foster gives a sensational performance as the attorney dedicated to freeing the film's protagonist, played in an equally wonderful performance by Tahar Rahim, and we're allowed to see that she's unlikable and conflicted. Likewise, Benedict Cumberbatch, as the prosecuting attorney, is introduced as what we're sure is going to be a macho Southern military goon stereotype, complete with unacceptable accent, but the movie subverts our expectations and shows that he's capable of letting personal and patriotic feelings be outweighed by humanitarian ones. Granted, the film does none of this elegantly or delicately, but I just appreciated a story that at least attempted to populate a liberal/conservative issue movie with characters that are more than easy ciphers. The film could probably be criticized as yet another white savior story, and those criticisms would be justified. But it's a damn good one.

Shailene Woodley rounds out the cast as Foster's assistant, and she's excellent as well. The director is Kevin Macdonald (""The Last King of Scotland""), who has a knack for making blisteringly entertaining movies out of gruesome true event subject matter.",1
98,"Tabard Rahim's performance was wonderful!!  I found all of the performances to be stellar- it was definitely worth the watch. Eye-opening, upsetting and raw.",1
99,"Must-see film about the reality of Guantanamo Bay and the holes carved into the US judicial system under the Bush-Cheney Administration's ""War on Terror"".",1
100,"For Godzilla fans, Kong fans, or monster fans in general, its a no-doubt must-see, but even in general its a fun, exciting, action-packed sci-fi thriller with loads of intrigue and imagination. The special effects have to be the best of 2021, and Tom Holkenborgs musical score enhances the film even further. It moved me, it thrilled me, it keeps me coming back for more!!",1
101,My most anticipated movie of the last few years. Both of the title monsters had their time to shine and it was a big love letter to fans of the kaiju genre,1
102,"I LOVED EVERYTHING!
PERFECT MOVIE!",1
103,Better than any Marvel movie,1
104,It was incredibly enjoyable. Big dumb action kaiju monster fights. what more could you ask for,1
105,One of the best action movies I've seen 😁,1
106,pretty fun experience,1
107,Grand kids loved it! Lots of action,1
108,"lots of action, awesome story if you are into Kong and Godzilla",1
109,I liked Kong fighting Godzilla and then i liked them becoming friends at the end. reccomend 100%,1
110,"A mixed bag of different horror genres: cult, body disease and mental illness. The combined effect works well. Great acting from the young star, who fully convinces the viewer of his agonising suffering.",1
111,"Decent little cultish, vampirish horror movie with a cool ending.",1
112,"It's Rosemary's Baby-esque in a few ways, but Son really is quite its own thing. That said, what it is is a slightly below average horror outing and a stomach ache. The acting is subpar as is the story. I suppose the thing you could say it does ""well"" is its body horror as it is often legitimately sickening. I don't know...this one just wasn't quite my type despite it being solid for what it is.",0
113,"At last.  I seem to be in agreement with professional reviewers !  

I think one of the main ingredients in a successful horror movie (or maybe any other genre for that matter) is that you can't wait to see what happens next and that keeps you glued to the screen.  This movie provided that kind of suspense.   And I was mostly satisified with what did in fact come next.  Had I been more than satisfied with the outcome; had I been amazed by it; then I would have given the movie 5 stars.  The ending was a surprise but just not the surprise that I would've liked the most.

Maybe I would've taken it in a slightly different direction if I had written iit and maybe I would've developed certain aspects of the story more; but all in all this was a solid good film, inventive and clever.",1
114,"Otro logro de Shudder, buena película de terror en general. Buenas escenas, buen ambiente. Te mete en la trama y te involucras con los personajes. Por momentos resulta algo lenta y cuando se aproxima el final medio que te la ves venir pero igual no arruina la cinta para nada.",0
115,"Great performances.  Thrilling, edge of your seat film.",1
116,"A lot better than a whole gamut of recent ""horror"" outings, but it's Rosemary's Baby under a different guise.",1
117,"Solid little supernatural/occult horror movie that gave me 70s vibes. Not particularly original but very well made with solid performances all around. It's tense, bloody and has real emotional heft.",1
118,"It was a pleasant surprise, love the horror old school pace... is so well done and the gore is perfect. It gives me chills. Hardly recommend it!!!!!",1
119,"She doesn't want to have her kid in opening of the film, and when something is awakened in him, she's trying to get him to safety - but his dad is satan and he likes eating flesh",0
120,Not really the story of WeWork but the story of Adam Neumann,0
121,This guy should've done better as a cult leader.,0
122,"I knew nothing about WeWork and don't really follow financial news, but still found the documentary interesting. It was well edited with the use of many interviews and numerous pieces of archival news reports. Can be a little boring if you don't care about the financial markets and stories from that industry.",0
123,"Informative, yet empty, Jed Rothstein's documentary film on WeWork and it's owner and founder Adam Neumann is ultimately limited by its scope.  Often abrupt for no reason, Rothstein can't get his arms around the truth is stranger than fiction tale.  After going on the journey it ends so fast it leaves you wanting more, but also wondering why more questions were not answered.  If you like middle of the road docs about greed.... There are a ton better.  Final Score: 5/10",0
124,"This documentary is not perfect, but it does a good job in showing how WeWork co-founder Adam Neuman lied and grossly exaggerated what exactly WeWork is and what it 's business model is.  Neuman seemed more interested in throwing ludicrously overblown corporate events than actually doing work.  He said publicly that he did not like offices that isolated workers from one another, yet he has a large corporate office that is isolated from other workers.  He just thought he would convince people too give him money and that would keep WeWork going.  Otherwise, the documentary felt a bit flat.  Mainly because it seems very familiar.  A documentary about a company or person who said they would change the world but they were a complete phony.  We have seen that in other (and much better) documentaries such as the Academy Award nominated ""Enron:  The Smartest Guys in the Room"" and ""The Inventor"".  In the end, this documentary is not terrible, but it could have been better.",0
125,"A very entraining look into the rise and fall (and maybe risk again?) of WeWork. At times it was engaging, ridiculous, exciting and educational.

I wouldn't want to watch this film in a theatre, but watching it with my roommate at home and pausing every 5 minutes to discuss or look things up was a great Friday evening.",1
126,"Well with a name like Adam Neumann, of course you're going to have a messianic cult complex.",0
127,"I remember seeing a 60 Minutes segment on this concept years ago and remember thinking it sounded like they were trying to promote a socially acceptable cult. They apparently were and, as is the case with most cults, it functioned as a vehicle to enrich and prop up the leader at the expense of the members.",0
128,What a crazy story! I was so invested.,1
129,A very warm and life-affirming movie. In many ways it is rather unambitious but it achieves what it sets out to do and the leads are both charming and play well off each other. Far from the best entry movie dealing with time loops but one of the good ones for sure.,1
130,"Cute, but a bit slow-moving. Kathryn Newton is quite mesmerizing. It was in the benefit of my wife - a light movie for her entertainment - but she slept though most of it.",0
131,Surprisingly heartfelt and beautifully acted. Kathryn Newton knocked it out of the park.,1
132,"Es una película entretenida, buen concepto e historia, hubiese estado genial que me dieran mayor contexto a todo.",1
133,There is more than romance in this rom sci fi coming of age flick. A warming message about empathy and resilience against loss.,1
134,"Very sweet little film. By no means an epic, but clever and uplifting and one I'd gladly watch again",1
135,This is like a sweeter version of Palm Springs. More emotion and for much younger audiences too. Nice one time watch!,1
136,Slight but cute and charming little time loop rom-com.,1
137,Painfully self-conscious and desperately inoffensive. This is as boring as cinema gets,0
138,"""Story Recapped YouTube """,0
139,"The science is bad, the depiction of space travel worse. A catastrophe which occurs near the end of the movie never would have occurred in real life. The most important plot point in the movie — how the stowaway got on board — is completely ignored and looms over the entire movie as a huge, gaping plot hole. The acting is good but that's about it.",0
140,conventional sci-fi film with a deeply unsatisfying end.,0
141,A ridiculous story that offers no explanation to how a man got into a spaceship to cause the event of an emergency landing for a space shuttle.,0
142,"Seems like most audience hated it. I thought it's well acted. The story didn't go the way I expected, but I don't regret watching the movie.",1
143,"Great movie with excellent performances. No monsters/aliens/wormholes, just smart people trying to figure out an excruciating moral dilemma.",1
